iter	RMSE
201	26.10364869
202	26.09033561
203	26.07579401
204	26.05520393
205	26.02718646
206	26.00063813
207	25.97876379
208	25.95617137
209	25.9293823
210	25.9045983
211	25.87756412
212	25.848661
213	25.81422489
214	25.78788715
215	25.7754708
216	25.74875022
217	25.73332724
218	25.70512516
219	25.688061
220	25.65059852
221	25.61968881
222	25.58756292
223	25.55067142
224	25.52872842
225	25.50827656
226	25.48453341
227	25.45502182
228	25.42264682
229	25.41048722
230	25.38661788
231	25.36795414
232	25.32950248
233	25.29999329
234	25.2720378
235	25.24518044
236	25.22925925
237	25.20762819
238	25.17732514
239	25.14093227
240	25.11796708
241	25.08931125
242	25.06035661
243	25.03452264
244	25.01522403
245	24.99242047
246	24.96463774
247	24.92561852
248	24.89012136
249	24.85029675
250	24.83210575
251	24.81597084
252	24.78407818
253	24.75986124
254	24.74788078
255	24.72596535
256	24.69386356
257	24.6749632
258	24.65140645
259	24.62404605
260	24.61291314
261	24.58894619
262	24.5739509
263	24.56423509
264	24.53932206
265	24.50646528
266	24.47836531
267	24.44608498
268	24.43154323
269	24.40302927
270	24.38186641
271	24.36805531
272	24.35188796
273	24.31787851
274	24.30694505
275	24.27695728
276	24.25334485
277	24.22086174
278	24.18933612
279	24.1626065
280	24.13775731
281	24.12845549
282	24.10337254
283	24.08590656
284	24.06670218
285	24.03953895
286	24.0113695
287	23.98675451
288	23.97053331
289	23.95193917
290	23.91958834
291	23.90491887
292	23.8921032
293	23.85580998
294	23.82538314
295	23.79945618
296	23.78178013
297	23.74687215
298	23.71823915
299	23.68933025
300	23.66602527
301	23.6373094
302	23.62449892
303	23.60334126
304	23.56708726
305	23.53792799
306	23.52798177
307	23.50880516
308	23.49978845
309	23.48539913
310	23.45029631
311	23.43962465
312	23.4326345
313	23.42820377
314	23.39706247
315	23.36163492
316	23.34459014
317	23.31155144
318	23.29114457
319	23.26479791
320	23.22986166
321	23.20725616
322	23.18353902
323	23.16237287
324	23.14648567
325	23.11675193
326	23.09629665
327	23.07389743
328	23.0677014
329	23.05232445
330	23.03801129
331	23.02473122
332	22.99907849
333	22.97126351
334	22.94428073
335	22.93182746
336	22.91053505
337	22.9066372
338	22.89156472
339	22.88162444
340	22.87813865
341	22.85003531
342	22.81945633
343	22.79224626
344	22.76844117
345	22.76477135
346	22.7583467
347	22.74240794
348	22.73033054
349	22.70926617
350	22.69894283
351	22.67769965
352	22.66533558
353	22.63982366
354	22.60053088
355	22.58263222
356	22.55324874
357	22.52470176
358	22.50613509
359	22.50165584
360	22.47656882
361	22.4328945
362	22.42213798
363	22.40761175
364	22.40264083
365	22.38613943
366	22.36121073
367	22.3367187
368	22.33326035
369	22.31520484
370	22.2841381
371	22.25844402
372	22.24120389
373	22.21216072
374	22.18498091
375	22.15541304
376	22.12683429
377	22.1046817
378	22.08214893
379	22.06038225
380	22.0409441
381	22.02318733
382	22.00207396
383	21.98612145
384	21.96495584
385	21.95178013
386	21.92866963
387	21.89834909
388	21.88618539
389	21.86482463
390	21.86170333
391	21.83721568
392	21.81064153
393	21.78625617
394	21.77203324
395	21.75828952
396	21.73312684
397	21.71259003
398	21.69240031
399	21.67750136
400	21.66712995
401	21.65589905
402	21.64338019
403	21.61381615
404	21.60027432
405	21.57979627
406	21.55964882
407	21.53749561
408	21.52042089
409	21.50743951
410	21.48763038
411	21.47039418
412	21.45006127
413	21.42873856
414	21.40735149
415	21.38178755
416	21.3544682
417	21.34755743
418	21.32772717
419	21.31167985
420	21.29132213
421	21.26529993
422	21.24987539
423	21.24567496
424	21.22436624
425	21.20284762
426	21.18779224
427	21.17345447
428	21.1559076
429	21.13058632
430	21.10860817
431	21.08393041
432	21.08129276
433	21.06698777
434	21.03880515
435	21.01634784
436	20.99402228
437	20.97621037
438	20.97363526
439	20.95450241
440	20.92415306
441	20.90485059
442	20.89344605
443	20.87246507
444	20.86051103
445	20.84727631
446	20.82485842
447	20.807649
448	20.80448724
449	20.78792071
450	20.77115893
451	20.7483048
452	20.72445321
453	20.69833205
454	20.68063847
455	20.6677679
456	20.64291209
457	20.62845623
458	20.61122478
459	20.5934105
460	20.57230184
461	20.5647579
462	20.541753
463	20.51979335
464	20.50105145
465	20.47928748
466	20.4571839
467	20.43227808
468	20.41270326
469	20.39019645
470	20.36843666
471	20.3499063
472	20.34018126
473	20.32211283
474	20.30027693
475	20.27982812
476	20.27309607
477	20.25655719
478	20.23890312
479	20.22150699
480	20.2061348
481	20.18785174
482	20.16802599
483	20.14265497
484	20.12986804
485	20.11300924
486	20.0987726
487	20.07862614
488	20.07180786
489	20.05916591
490	20.03468868
491	20.01918381
492	20.00706199
493	19.99572366
494	19.97603453
495	19.95145435
496	19.93387542
497	19.90783118
498	19.90561857
499	19.88681693
500	19.87132636
501	19.86035723
502	19.84456219
503	19.82896412
504	19.80157086
505	19.78399102
506	19.76630613
507	19.75179646
508	19.73768345
509	19.71833125
510	19.71087767
511	19.69931839
512	19.68332534
513	19.67191233
514	19.65645964
515	19.63665299
516	19.62284228
517	19.61504515
518	19.60515292
519	19.58627973
520	19.57076178
521	19.56899227
522	19.54987447
523	19.53677676
524	19.51709866
525	19.50445868
526	19.49420055
527	19.48420452
528	19.47435783
529	19.45695919
530	19.43471501
531	19.42679958
532	19.40456134
533	19.38384616
534	19.36708177
535	19.35128072
536	19.33820616
537	19.31590962
538	19.29839453
539	19.28135014
540	19.27474234
541	19.26826848
542	19.25096057
543	19.24535118
544	19.23749465
545	19.2225786
546	19.20732306
547	19.1989219
548	19.18264483
549	19.17090796
550	19.14767428
551	19.12838427
552	19.11572595
553	19.09816305
554	19.07832389
555	19.06577949
556	19.05794391
557	19.05315516
558	19.03686672
559	19.01777651
560	19.00317493
561	18.99465016
562	18.97901549
563	18.96914592
564	18.96710962
565	18.95902752
566	18.94406464
567	18.93567224
568	18.92474415
569	18.90829015
570	18.90134447
571	18.88381338
572	18.87099918
573	18.85661856
574	18.84240718
575	18.82478085
576	18.80047669
577	18.79869591
578	18.79736775
579	18.78512518
580	18.76819822
581	18.7426519
582	18.7413968
583	18.73081128
584	18.70844942
585	18.70729264
586	18.70282753
587	18.6924578
588	18.67136283
589	18.65072346
590	18.637366
591	18.62030605
592	18.61629563
593	18.60242119
594	18.58792946
595	18.57444976
596	18.56516662
597	18.54773618
598	18.53470316
599	18.52529855
600	18.51564277
601	18.49203054
602	18.48558656
603	18.45624287
604	18.44245871
605	18.42982327
606	18.42871117
607	18.41580618
608	18.39936986
609	18.36909396
610	18.36141057
611	18.33820645
612	18.33158005
613	18.31691928
614	18.30237644
615	18.29383796
616	18.27775421
617	18.27035598
618	18.25811958
619	18.25016049
620	18.24407534
621	18.23361828
622	18.22864383
623	18.21893245
624	18.2032091
625	18.1918119
626	18.17968494
627	18.16703634
628	18.15282854
629	18.14126089
630	18.1329133
631	18.13008538
632	18.12049931
633	18.10880801
634	18.10406697
635	18.08768363
636	18.07609726
637	18.05929891
638	18.04264412
639	18.02477932
640	18.01196764
641	18.00135132
642	17.99104965
643	17.98474123
644	17.97266229
645	17.9627176
646	17.94941148
647	17.93742454
648	17.91796004
649	17.89632088
650	17.88150512
651	17.86900537
652	17.85514655
653	17.84835757
654	17.84020828
655	17.83075578
656	17.81329455
657	17.79714057
658	17.78354251
659	17.77205998
660	17.76731589
661	17.75514192
662	17.74358279
663	17.72870053
664	17.71681209
665	17.70597115
666	17.70299308
667	17.69309807
668	17.68830063
669	17.68738022
670	17.67368495
671	17.6613403
672	17.64339784
673	17.62545029
674	17.60814586
675	17.60259428
676	17.5843908
677	17.57234367
678	17.55651607
679	17.52960467
680	17.51397817
681	17.50281166
682	17.49319088
683	17.48775703
684	17.46925222
685	17.45514423
686	17.44134432
687	17.42908734
688	17.42222153
689	17.41131511
690	17.41020629
691	17.39893979
692	17.37626355
693	17.35735055
694	17.34675436
695	17.33278918
696	17.32705741
697	17.31117003
698	17.31001675
699	17.29550449
700	17.28092993
701	17.27560266
702	17.27478758
703	17.27293395
704	17.25611761
705	17.23594083
706	17.2208962
707	17.21590553
708	17.20454663
709	17.19428446
710	17.18514446
711	17.16674264
712	17.1579349
713	17.1496541
714	17.14531461
715	17.13231914
716	17.12239938
717	17.10585798
718	17.09436868
719	17.08150866
720	17.06131075
721	17.04847014
722	17.04008134
723	17.03108716
724	17.02170073
725	17.01565709
726	17.00927404
727	16.99507411
728	16.98911593
729	16.96263986
730	16.95101672
731	16.93861866
732	16.9166151
733	16.90496785
734	16.89121623
735	16.88435351
736	16.87089306
737	16.86067712
738	16.84608566
739	16.83397444
740	16.82345762
741	16.81315979
742	16.79542738
743	16.78216778
744	16.772739
745	16.75996458
746	16.74070865
747	16.73367486
748	16.72285072
749	16.70973055
750	16.69534676
751	16.68743576
752	16.66075617
753	16.64101102
754	16.62697622
755	16.62073148
756	16.59940133
757	16.59132699
758	16.58284755
759	16.56835441
760	16.55384161
761	16.54686731
762	16.53908457
763	16.53016919
764	16.5113186
765	16.49994032
766	16.48424217
767	16.47608377
768	16.45867072
769	16.45153927
770	16.44501211
771	16.43043459
772	16.42123674
773	16.41607317
774	16.40575685
775	16.39608952
776	16.388324
777	16.36651159
778	16.35940235
779	16.34683252
780	16.34020182
781	16.33214373
782	16.32306663
783	16.31212526
784	16.30049253
785	16.29023717
786	16.28016562
787	16.26205267
788	16.25661955
789	16.24620374
790	16.23578309
791	16.22960045
792	16.22229724
793	16.20074364
794	16.19979132
795	16.18631589
796	16.18027823
797	16.16759387
798	16.1497947
799	16.14142164
800	16.13262927
801	16.11942086
802	16.10907297
803	16.09883523
804	16.07933683
805	16.067447
806	16.05687045
807	16.04828759
808	16.04767515
809	16.04224494
810	16.03462713
811	16.02222523
812	16.01037325
813	15.99648114
814	15.98252701
815	15.96563425
816	15.94996501
817	15.93861532
818	15.93041912
819	15.91822136
820	15.91247364
821	15.89116374
822	15.87464733
823	15.86255795
824	15.8482381
825	15.83289615
826	15.82736645
827	15.80552062
828	15.78872574
829	15.77944199
830	15.76944067
831	15.7674632
832	15.75823357
833	15.75743077
834	15.73640107
835	15.72728026
836	15.72004371
837	15.70562916
838	15.6931987
839	15.67886638
840	15.67064743
841	15.65222108
842	15.64157371
843	15.63051456
844	15.61788904
845	15.60788937
846	15.59570097
847	15.58217178
848	15.57758195
849	15.56537626
850	15.55486616
851	15.54999442
852	15.54355427
853	15.53335538
854	15.52389314
855	15.50779196
856	15.4908993
857	15.48550113
858	15.4599903
859	15.44835667
860	15.43467076
861	15.41975678
862	15.41149865
863	15.40166708
864	15.38405261
865	15.37310333
866	15.36725178
867	15.36066489
868	15.35467209
869	15.34625199
870	15.33607554
871	15.32618539
872	15.31756405
873	15.30617581
874	15.29856149
875	15.28772696
876	15.28294716
877	15.2649833
878	15.25766542
879	15.25311137
880	15.24904767
881	15.23213547
882	15.21985449
883	15.21373236
884	15.20442752
885	15.19763525
886	15.19014403
887	15.18022648
888	15.16770541
889	15.15104134
890	15.13543259
891	15.11979081
892	15.11337617
893	15.09577229
894	15.08505288
895	15.07612218
896	15.06799987
897	15.06055285
898	15.0497438
899	15.0409474
900	15.02586688
901	15.01351118
902	15.00712362
903	14.99490453
904	14.97379816
905	14.96407168
906	14.96309883
907	14.95288002
908	14.94533905
909	14.93606097
910	14.93032045
911	14.91661676
912	14.90373887
913	14.8953369
914	14.8945311
915	14.88211271
916	14.86649669
917	14.86073912
918	14.84491416
919	14.82359685
920	14.81468611
921	14.80055269
922	14.7908991
923	14.78316642
924	14.77340893
925	14.76981722
926	14.75835206
927	14.7577202
928	14.74956654
929	14.74428929
930	14.73430429
931	14.72358312
932	14.71873261
933	14.70207314
934	14.69088782
935	14.67441115
936	14.66870222
937	14.66396144
938	14.6631938
939	14.65160001
940	14.63249026
941	14.61990226
942	14.60924063
943	14.60149014
944	14.59303174
945	14.58400487
946	14.5732235
947	14.56553363
948	14.55907051
949	14.54825186
950	14.53761532
951	14.5306718
952	14.51903362
953	14.51437362
954	14.50708233
955	14.499489
956	14.48740024
957	14.47956887
958	14.46962209
959	14.46342772
960	14.4586278
961	14.45169862
962	14.44182535
963	14.43462226
964	14.42755956
965	14.41722646
966	14.40853081
967	14.40229533
968	14.38889083
969	14.37793866
970	14.36416039
971	14.3616564
972	14.35329282
973	14.34710167
974	14.33280944
975	14.31773479
976	14.30812594
977	14.2952304
978	14.29447596
979	14.28953741
980	14.28537034
981	14.28085225
982	14.27203007
983	14.26538679
984	14.25551889
985	14.24385423
986	14.23485884
987	14.22795723
988	14.22386568
989	14.21346264
990	14.20835994
991	14.19364748
992	14.18164015
993	14.17149772
994	14.16671441
995	14.15645705
996	14.14434147
997	14.1356995
998	14.12877943
999	14.11864606
